id,tweet,clean_tweet,predicted_label,sentiment_predicted
8556.0,This phones a $&@*# piece of shit. #apple #can #a #dick,thi phone piec shit #appl #can #dick,0,positive emotion
8557.0,"all day trying to solve these errors on my mac, nothing worked, pissed off, tomorrow will be spent reinstalling EVERYTHING",tri solv these error noth work piss tomorrow will spent reinstal everyth,0,positive emotion
8558.0,lovely bw edited picture!! WOW @thescw #iphone #iphoneography #photo #oldcamera #unreleasedapp #photography,love edit pictur #iphon #iphoneographi #photo #oldcamera #unreleasedapp #photographi,0,positive emotion
8559.0,@StephenNolan:Aaagh!Stephen you had your chance ta get rid of Apple & you blew it!My heart goes out to ya,aaagh stephen your chanc appl blew heart goe,0,positive emotion
8560.0,look what I got!! ahh :-) #apple #ipad #excited #yolo #white #ymcmb #appledaft #instadaft #inst http://instagr.am/p/Q2h7g8ln3G/,look what #appl #ipad #excit #yolo #white #ymcmb #appledaft #instadaft #inst,0,positive emotion
8561.0,"Get all your iPhone Accessories here! Cases, Data Cables, Power, Headphones + more #apple #iPhone #southport #liverpool #thursday pic.twitter.com/xq0L3R2rA0",your iphon accessori here case data cabl power headphon more #appl #iphon #southport #liverpool #thursday twitter,0,positive emotion
8562.0,Finally i have a new fucking phonee and i it #samsung,final have fuck phone #samsung,0,positive emotion
8563.0,My old & exact #1995 #sony #playstation #box #artwork prior analog sticks #orginal #model. Sold my #segasaturn & purchased my #ps1. I turned 12yrs in #november & very #kid @ #peace https://www.instagram.com/p/BlRL00VAs7f/?utm_source=ig_twitter_share&igshid=cv7qd7viua4o ,exact #soni #playstat #box #artwork prior analog stick #orgin #model sold #segasaturn purchas turn #novemb veri #kid #peac,0,positive emotion
8564.0,I walk into #Apple with appointment & sorted. 64 y/o lady walks in without appointment & they treat her like shit. #AppleSolihull,walk into #appl with appoint sort ladi walk without appoint they treat like shit #applesolihul,0,positive emotion
8565.0,"tried to fix phone by doing a restore and in doing so, managed to wipe all my app data including pics and msgs #gutted #greetin'",tri phone do restor do manag wipe data includ pic msg #gut #greetin,0,positive emotion
8566.0,Tswift got this new song releasing tonight too bad its only on iTunes ha,tswift thi song releas tonight onli itun,1,negative emotion
8567.0,Summer is back in Germany #Germany #today #iphone #sun #summer #instagram #instagood #instamood http://instagr.am/p/NVnd3_yW9X/,summer back germani #germani #today #iphon #sun #summer #instagram #instagood #instamood,0,positive emotion
8568.0,Dont get hacked. #Fuckyou #sony & #Boies. Dont blame #Twitter & users blame ur execs & ur security. #TheInterview http://tinyurl.com/mlu6dax,dont hack #fuckyou #soni #boi dont blame #twitter user blame exec secur #theinterview,0,positive emotion
8569.0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain #iphone #sougofollow #]]o,gain follow thi must follow follow back follow everyon gain #iphon #sougofollow,1,negative emotion
8570.0,1 Bn+ dollars is the charity work done by Samsung. Take it and shut the fuck up. #Samsung,dollar chariti work done samsung take shut fuck #samsung,0,positive emotion
8571.0,Man my fucken sound doesn't fucken work for my iPhone #APPLE,fucken sound doesn fucken work iphon #appl,1,negative emotion
8572.0,Happy in Holland ;-) #samsung #zeeland #noordzee #perrys #duvel #feelgood #brouwersdam #beachclubpic.twitter.com/5UWyCebF5m,happi holland #samsung #zeeland #noordze #perri #duvel #feelgood #brouwersdam #beachclubp twitter uwycebf,1,negative emotion
8573.0,no one has warned me during my shop. i hvae given my turkish passport to buy!!! I want phone repair support!!,warn dure shop hvae given turkish passport want phone repair support,0,positive emotion
8574.0,"Gulped rhymes with Pulped, Sculpt,... Check out: http://bit.ly/rhymeapp #rhyme for #iPhone,",gulp rhyme with pulp sculpt check #rhyme #iphon,0,positive emotion
8575.0,"Didn't think it was possible, but I've just fallen in love with my iPhone all over again. #c25k #iPhone",didn think possibl just fallen love with iphon over again #iphon,0,positive emotion
8576.0,Would #love to #instagram but my #ipod is #broken after only 2 years of use. #Apple product #fail #tech #failure #dontbuyapple they,would #love #instagram #ipod #broken after onli year #appl product #fail #tech #failur #dontbuyappl they,0,positive emotion
8577.0,Beach #oceanmedallion #OceanOptimism #oceanwaves #Oceans8 https://itunes.apple.com/app/id1131238793   #Oceanwaves #Nature #IPhone #iPAD #iOS,beach #oceanmedallion #oceanoptim #oceanwav #ocean #oceanwav #natur #iphon #ipad #io,0,positive emotion
8578.0,$&@*# #iphone 55% battery and fully charged 2 hours ago. Me thinks my salt rubbing updates will end shortly #Oktoberfest,#iphon batteri fulli charg hour think salt rub updat will shortli #oktoberfest,0,positive emotion
8579.0,GOT IT!! XD #feel #so #smart #phone #samsung #galaxy #S4 #SamsungGalaxyS4 http://instagram.com/p/cMQ6Ohqfbe/,#feel #smart #phone #samsung #galaxi #samsunggalaxi,0,positive emotion
8580.0,...Crap! Seems I'm gonna lose all of latest videos so I can be able to save the new ones. Grr apple!,crap seem gonna lose latest video abl save one appl,1,negative emotion
8581.0,My phone and my friend's phone kiss each other they are in love #iphone #mickeymouse #phone  http://instagram.com/p/b9aO7khNYi/,phone friend phone kiss each other they love #iphon #mickeymous #phone,0,positive emotion
8582.0,Thought: I can't wait for the next iPhone. #legit #SWAG #apple,thought wait next iphon #legit #swag #appl,0,positive emotion
8583.0,?????..?????????.. accessary ok.lets go... #gym #sony #nike #garmin @ Fitness Dome https://www.instagram.com/p/BT86tERFbMy/,accessari let #gym #soni #nike #garmin fit dome,0,positive emotion
8584.0,"I have 1 Dell PC, 2 Dell Laptops, 1 HP Netbook & 2 Android phones (Dell & HTC). No Apple products. Oh, a 1st Gen iPod, sorry.",have dell dell laptop netbook android phone dell appl product ipod sorri,0,positive emotion
8585.0,Got my phone case finally! #iphonesia #iphone4 #skulls #flowers #phonecase #sodope #apple http://instagram.com/p/d0PssypXXh/,phone case final #iphonesia #iphon #skull #flower #phonecas #sodop #appl,0,positive emotion
8586.0,flag photo frame https://goo.gl/QFEIgp #android #apps #unitedState #cute #colors #igers #iphoneonly #guitarplayer #iphone,flag photo frame #android #app #unitedst #cute #color #iger #iphoneonli #guitarplay #iphon,0,positive emotion
8587.0,"Everytime I order an apple product I want to punch the seller in the face, right after I punch myself in the face .com",everytim order appl product want punch seller face right after punch myself face,1,negative emotion
8588.0,Yeeee!!!! Has finally arrived..#cover #iphone #chanel #tweegram #photooftheday #me #instamood http://instagram.com/p/XZdn-GtJT9/,yeeee final arriv #cover #iphon #chanel #tweegram #photooftheday #instamood,0,positive emotion
8589.0,#Mjfam #Boycott #AEG #Sony #Fakemjestate They #killed HIM and get away with murdered.. AEG,#mjfam #boycott #aeg #soni #fakemjest they #kill away with murder,0,positive emotion
8590.0,My pie is gone...Just like that! Smh #LOL #OutOfHere Thanksgiving #Thanksgiving #MyPie #Apple #Pie http://fb.me/1rj6rzTPW,gone just like that #lol #outofher thanksgiv #thanksgiv #mypi #appl #pie,0,positive emotion
8591.0,MY AWESOME BLOG http://adf.ly/1XN3uN #BLOG #blog #awesome #cool #funny #fun #amazing #blogger #youtube #google #what #apple #super,awesom blog #blog #blog #awesom #cool #funni #fun #amaz #blogger #youtub #googl #what #appl #super,0,positive emotion
8592.0,iPhone App Video Review: Pix'n Love Rush http://bit.ly/cxWCld | #iphone #app #video #review #pixn #rush,iphon video review love rush #iphon #app #video #review #pixn #rush,0,positive emotion
8593.0,Ice cream run (: #cute #summer #instaddict #mylife #iphone #family #memories #stacited #brother #cutie http://instagr.am/p/Li1vX5Qv2r/,cream #cute #summer #instaddict #mylif #iphon #famili #memori #stacit #brother #cuti,0,positive emotion
8594.0,There is no such person as an Apple Geek...! It's called an Apple Freak! #appleFreak #notAppleGeek,there such person appl geek call appl freak #applefreak #notapplegeek,0,positive emotion
8595.0,Why oh why #sadface #att #attproblems #data #interwebz #instagram #instagrammer #boo #nolimit #sony http://instagr.am/p/USYiMKzAeB/,#sadfac #att #attproblem #data #interwebz #instagram #instagramm #boo #nolimit #soni,0,positive emotion
8596.0,My photo 11/12/13 ^^ Photograph : kak_top #December #jump #sony #shot #likeforlike #me http://instagram.com/p/hyEiaGr2Gm/,photo photograph #decemb #jump #soni #shot #likeforlik,0,positive emotion
8597.0,"Quadriceps rhymes with Reps, Skeps, Preps, Steps, Niepce, Steppes,... Use: http://bit.ly/rhymeapp #rhyme for #iPhone,",quadricep rhyme with rep skep prep step niepc stepp #rhyme #iphon,0,positive emotion
8598.0,#SOS #thankgod for my #iphone #flashlight #app #apple #nopower #sandy #sandyproblems #h @ C20 block http://instagr.am/p/RjcshSkdRJ/,#so #thankgod #iphon #flashlight #app #appl #nopow #sandi #sandyproblem block,0,positive emotion
8599.0,@AppleSupportRSS Im sitting at GC store waiting for my 4pm appointment for faulty battery and the staff canceled my appt. #apple,sit store wait appoint faulti batteri staff cancel appt #appl,0,positive emotion
8600.0,Apple minutes are at least 100% longer than normal minutes! #bastardupdates http://myloc.me/o4P8T,appl minut least longer than normal minut #bastardupd,0,positive emotion
8601.0,Weebed up my new phone. Now it is truly mine. #killlakill #samsung http://instagram.com/p/vV2qD_A7sO/,weeb phone truli mine #killlakil #samsung,0,positive emotion
8602.0,SATURDAY --------- #retweet #ipad #iphone #teamfollowback #edm #house #trap #plur #ultra #edc http://instagram.com/p/wEIYbMujwB/,saturday #retweet #ipad #iphon #teamfollowback #edm #hous #trap #plur #ultra #edc,0,positive emotion
8603.0,this is the best day ever!!! #E3 #girline3 #ps4 #sony pic.twitter.com/jXMQst2m8G,thi best ever #girlin #soni twitter jxmqst,0,positive emotion
8604.0,The only way my battery doesn't die in 5 hours is if all the brightness is down. apple,onli batteri doesn hour bright down appl,0,positive emotion
8605.0,I'm in love. #family #tree #climbing #model #instakid #smile #sundayfunday #apple https://instagram.com/p/8uKuztCBOk/,love #famili #tree #climb #model #instakid #smile #sundayfunday #appl,0,positive emotion
8606.0,can you guess which is mine? #Starbucks #iphone #Awesome #Amazing #HalfOff #FeelingGood #MothersDay #N http://instagr.am/p/KlcOA0J173/,guess which mine #starbuck #iphon #awesom #amaz #halfoff #feelinggood #mothersday,0,positive emotion
8607.0,Stupid pencil liner.... I forgot my eyeliner brush #iphone #smoke #4s #apple #instanation #cloud9 http://instagr.am/p/JRQaI6BsnQ/,stupid pencil liner forgot eyelin brush #iphon #smoke #appl #instan #cloud,0,positive emotion
8608.0,Get a grip on your phone! Shop Popsockets @ http://agneeadventures.com/popsocket #popsocket #getagrip #iphone #samsung #vivo #agnee #fuelyourfire #agneeadventures #India #sale #fifaworldcup #fifaworldcup2018 #music #holidays #france #argentina #FRAARGpic.twitter.com/BEisbBWSTn,grip your phone shop popsocket #popsocket #getagrip #iphon #samsung #vivo #agne #fuelyourfir #agneeadventur #india #sale #fifaworldcup #fifaworldcup #music #holiday #franc #argentina #fraargpic twitter beisbbwstn,0,positive emotion
8609.0,My moms texts >> #shesthebest #text #iphone #emoji #beyonce #beyhive http://instagram.com/p/XaTaUVTKUc/,mom text #shesthebest #text #iphon #emoji #beyonc #beyhiv,0,positive emotion
8610.0,? #FOLLOWTRICK ? RETWEET ? FOLLOW ALL WHO RT ? #FOLLOWBACK ? GAIN TODAY #iphone #sougofollow ¤6g?,#followtrick retweet follow #followback gain today #iphon #sougofollow,0,positive emotion
8611.0,Updated my #ipad & now I'm locked out 4 60min @AppleSupportRSS says I have 2go to the store. Upgrades #apple #upgrades @AppStore,updat #ipad lock say have store upgrad #appl #upgrad,0,positive emotion
8612.0,"I want to change my pic but can't unless I go on my laptop, $&@*# iPhone apple",want chang unless laptop iphon appl,0,positive emotion
8613.0,Anyone know of a good interface to #iTunes so I can grab all my old music and add it to my new computer and link iPhone?,anyon know good interfac #itun grab music comput link iphon,0,positive emotion
8614.0,I hate apple-_- just spent 70 minutes on teying to update my IPod and it didn't even work-_- #mad #tooconfusing,hate appl just spent minut tey updat ipod didn even work #mad #tooconfus,0,positive emotion
8615.0,Working at home :) too many windows. A second screen works great! #work #apple #samsung @ http://instagram.com/p/YkgDXjpz5y/,work home mani window second screen work great #work #appl #samsung,0,positive emotion
8616.0,to enjoy a beautiful #sunset on todays #evening #bicycleride #iphonex @nathaliea96 https://www.instagram.com/p/Bhr0l06gQ5G/,enjoy beauti #sunset today #even #bicyclerid #iphonex,0,positive emotion
8617.0,10Pcs Exquisite Squishy Random Charm in http://ebay.to/2yI9MR7 #iPhone Straps #Toys Decor #free #shop #style #sales #today #giveawaypic.twitter.com/hDFUk6F4cR,exquisit squishi random charm #iphon strap #toy decor #free #shop #style #sale #today #giveawayp twitter hdfuk,0,positive emotion
8618.0,"#fuckyou, #Apple. Force me to update to 9.3.2 and Wifi works so #fucking weak! It even disconnects halfway!!!",#fuckyou #appl forc updat wifi work #fuck weak even disconnect halfway,0,positive emotion
8619.0,Top Photo App Available now 360 #photography #girl #iphone5s quote #iphone #valentine 573 https://itunes.apple.com/us/app/love360/id809353957?mt=8 ,photo avail #photographi #girl #iphon quot #iphon #valentin,0,positive emotion
8620.0,#PeacePics #music #freedom #Religion #HipHop #RandB #soul #sony #Peace #sanity what keeps http://instagram.com/p/X2Pp-Dlg04/,#peacep #music #freedom #religion #hiphop #randb #soul #soni #peac #saniti what keep,0,positive emotion
8621.0,"Beanpole rhymes with Vole, Soul, Role, Roll, Pole, Poll,... Apply: http://bit.ly/rhymeapp #rhyme for #iPhone,",beanpol rhyme with vole soul role roll pole poll appli #rhyme #iphon,0,positive emotion
8622.0,Photo: SUCK YOU IPHONE! ??? #iphoneasia #iphone4 #iphone4s #iphone5 #apple (Taken with Instagram at... http://tmblr.co/ZROI-xUQPnLY,photo suck iphon #iphoneasia #iphon #iphon #iphon #appl taken with instagram,0,positive emotion
8623.0,hananachmad #me #husband #kiss #miss #always #forever #home #samsung #android #iphone http://instagram.com/p/aAhn3eoHpx/,hananachmad #husband #kiss #miss #alway #forev #home #samsung #android #iphon,0,positive emotion
8624.0,$&@*# ya I had to buy it! #orgasm #drink #fitness #yum #$&@*# #hyfr #honda #iphone #causeican #funny #wat http://instagr.am/p/Knyf23BKz2/,#orgasm #drink #fit #yum #hyfr #honda #iphon #causeican #funni #wat,0,positive emotion
8625.0,#Numbers_Addict #iPhone #iPad #It! rating 5/5 MsJ127 try it for #free http://bit.ly/y9sl1p Love this game! It is sooo addicting!,#number addict #iphon #ipad rate #free love thi game sooo addict,0,positive emotion
8626.0,I should not have to delete all my $&@*# to get IOS6. I should not have to have 1 app and 1 picture for that bull shit. #apple,should have delet should have have pictur that bull shit #appl,0,positive emotion
8627.0,Swear I hate my iPhone charger! Feels like I'm putting my cord in every kind of position there is in order 4 it to charge #apple,swear hate iphon charger feel like put cord everi kind posit there order charg #appl,0,positive emotion
8628.0,"8.5 km run = 12, 000 steps = 55 mins run = 700 calories = #running = #get fit = #samsung = s:health fitness app. = gps map of run =",step min calori #run #get #samsung health fit,0,positive emotion
8629.0,New toy #ipod #ios #apple #new #toy #praisethelord #blessed #nice #white #ipodniphone #applefan http://instagram.com/p/k71_YUSn43/,#ipod #io #appl #new #toy #praisethelord #bless #nice #white #ipodniphon #applefan,0,positive emotion
8630.0,Told You I Was A Vampire #vampire#makeupartist #mua #art #nyc #sexy #summer #iphone #instahub http://instagram.com/p/c3H1l-rNGJ/,told vampir #vampire#makeupartist #mua #art #nyc #sexi #summer #iphon #instahub,0,positive emotion
8631.0,Special App For valentine >> https://itunes.apple.com/us/app/love360/id809353957?mt=8  #fashion #rt #girl poem #valentineday #iphone #?? 670,special valentin #fashion #girl poem #valentineday #iphon,0,positive emotion
8632.0,Me and Rilla (?) #cute #rillakuma #doll #picnic #hyper #ipad2 #samsung #android #galaxy #iphone #si http://instagr.am/p/NJdVMwtSrl/,rilla #cute #rillakuma #doll #picnic #hyper #ipad #samsung #android #galaxi #iphon,1,negative emotion
8633.0,I wish my phone didn't die within like 4 hours of being off the charger. iPhone,wish phone didn within like hour be charger iphon,0,positive emotion
8634.0,$&@*# You Play Station Network!!!! Did the update and still says System undergoing maintenance #sony #psn #pissed #iamgonnabuyanXBOX,play station network updat still say system undergo mainten #soni #psn #piss #iamgonnabuyanxbox,0,positive emotion
8635.0,New working place! ;) #music #songmaking #song #samsung #working #space #yolo #nice http://instagram.com/p/enaFWTuKW8/,work place #music #songmak #song #samsung #work #space #yolo #nice,1,negative emotion
8636.0,Calling from Aki Nando!~ #2013 #screenshot #incoming #call #celcom #samsung #sony #android #aki #torr http://instagr.am/p/ULwoMANDug/,call from nando #screenshot #incom #call #celcom #samsung #soni #android #aki #torr,0,positive emotion
8637.0,@mini76 OK! Think the 10.1 is about £399 - similar to basic ipad2 in price. so I know which I'd go for if I had dosh to spare!!,think about similar basic ipad price know which dosh spare,0,positive emotion
8638.0,#iPhone #wordpress #drupal #gardening #cooking #software #designer #mommy #kids #art #knit #wife #organic NOT IN THAT ORDER : )!,#iphon #wordpress #drupal #garden #cook #softwar #design #mommi #kid #art #knit #wife #organ that order,0,positive emotion
8639.0,Stand up for our right to free speech. #Sony is a bunch of pussies. I'd add a little to #NorthKorea in the credits. #TheInterview,stand right free speech #soni bunch pussi littl #northkorea credit #theinterview,0,positive emotion
8640.0,"Did Apple run out of non-applicable adjectives to their products or did they just not realize ""discover"" is a verb #StupidCompany",appl applic adject their product they just realiz discov verb #stupidcompani,1,negative emotion
8641.0,spongebob squarepants #instagood #iphone #iphoneonly #followme #spongebob #patrick #lazy #90skid #ye http://instagr.am/p/PKGSORE4Cv/,spongebob squarep #instagood #iphon #iphoneonli #followm #spongebob #patrick #lazi skid,0,positive emotion
8642.0,"My new favorite headphones, which are made specifically for djing. #dj #sony #sonydj #yes pic.twitter.com/LYffFRdGzE",favorit headphon which made specif djing #soni #sonydj #ye twitter lyfffrdgz,0,positive emotion
8643.0,RT @Ishareart2011fabiodesu - OzAzzio 163 on #officialfm http://official.fm/tracks/316188 #art #arte #now #today #here #TT #FF #nokia #iphone,ozazzio #officialfm #art #art #now #today #here #nokia #iphon,0,positive emotion
8644.0,Psychedelic Fish #art #artwork #digitalart #fish #GOLDFISH #photography #Samsung #Colourful #lines pic.twitter.com/ENn0lKPxIg,psychedel fish #art #artwork #digitalart #fish #goldfish #photographi #samsung #colour #line twitter lkpxig,0,positive emotion
8645.0,DON'T KEEP CALM AND GO SKATEBOARDING. #fuckyou #i #go #skateboarding #allday #fuck #snow #apple http://instagr.am/p/VoU13NNE6V/,keep calm skateboard #fuckyou #skateboard #allday #fuck #snow #appl,0,positive emotion
8646.0,New stiker cover for my phone.. Ilove it.. Be Happy #phone #note3 #samsung #cover #cute. http://instagram.com/p/tWrZPsmSgr/,stiker cover phone ilov happi #phone #note #samsung #cover #cute,1,negative emotion
8647.0,iPhone fully charged at 7AM this morning. It's 10.15AM & battery is down to 64%.,iphon fulli charg thi morn batteri down,0,positive emotion
8648.0,Follow @capetownsup on Instagram http://mf.tt/sC77O #sup #surf #fun #capetown #funny #sexy #me #samsung pic.twitter.com/3FF525mYAd,follow instagram #sup #surf #fun #capetown #funni #sexi #samsung twitter myad,0,positive emotion
8649.0,Fresh butterfly  Steemit https://steemit.com/photography/@foxkoit/fresh-butterfly  #butterfly #new #fresh #nature #color #colors #wow #cool #Like #look #photo #photos #photography #image #images #sony #sonyphotography #sonyphoto #sonyphotos #sonylens #lens #photofeed #feed #follow #art #artphotography #A,fresh butterfli steemit #butterfli #new #fresh #natur #color #color #wow #cool #like #look #photo #photo #photographi #imag #imag #soni #sonyphotographi #sonyphoto #sonyphoto #sonylen #len #photofe #feed #follow #art #artphotographi,0,positive emotion
8650.0,love the #newipad !!!!!!!! very impressive. #ipad #apple #great #excited apple,love #newipad veri impress #ipad #appl #great #excit appl,0,positive emotion
8651.0,"I'm not crazy, i'm just happy #beautifulday #like4like #follow4follow #iphone #iphonephoto https://www.instagram.com/p/BYJshEolzGJ/",crazi just happi #beautifulday #like like #follow follow #iphon #iphonephoto,1,negative emotion
8652.0,I luv my @ZUNE so i don't know why RIP Zune Player trending!,know zune player trend,0,positive emotion
8653.0,enjoy my wekkend #fun #friend #selfie #home #camera #summer #samsung #take #great #wather https://instagram.com/p/5jhDzcwlPM/,enjoy wekkend #fun #friend #selfi #home #camera #summer #samsung #take #great #wather,0,positive emotion
8654.0,"Tried to book appt to get iPhone battery replaced. None for next week - anywhere in DC area. @apple guy told me they do 2,500/hr. That's 30,000/day. 7 stores in DC area. That's 210,000/day, 1,470,000/week. That means 1 in every 6 people in area is scheduled. Liars.",tri book appt iphon batteri replac none next week anywher area told they that store area that week that mean everi peopl area schedul liar,0,positive emotion
8655.0,iPhone X in the snow of my Garden _ #apple #iphone #dreams #iphonex #garden #iphone8 #lens #luxury #garden #photooftheday #gag #iOS #photooftheday #iphone10 #iphone8plus #pretty https://www.instagram.com/p/Bl3Vn4qAGxq/?utm_source=ig_twitter_share&igshid=axm9f91skqjq ,iphon snow garden #appl #iphon #dream #iphonex #garden #iphon #len #luxuri #garden #photooftheday #gag #io #photooftheday #iphon #iphon plu #pretti,0,positive emotion
8656.0,Thanks for a new handphone mom :) #gift #samsung #core #yeay #instapict #instashare #instalike http://instagram.com/p/iv2f-iRssf/,thank handphon #gift #samsung #core #yeay #instapict #instashar #instalik,0,positive emotion
8657.0,#Beauty #Shopping #AliUSAExpress #iPhone #ios #app 2016 New Edition Lenovo Ideacentre High Performance Fl... http://ow.ly/40iL505nVGW,#beauti #shop #aliusaexpress #iphon #io #app edit lenovo ideacentr high perform,0,positive emotion
8658.0,#organic #farming #dalandan and #apple #snack *for more high quality https://www.instagram.com/p/BHR3J4_jHgW/,#organ #farm #dalandan #appl #snack more high qualiti,0,positive emotion
8659.0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain #iphone #sougofollow 3)&£,gain follow thi must follow follow back follow everyon gain #iphon #sougofollow,1,negative emotion
8660.0,Throwback!! @lizdellaratta #tbt #throwback #throwbackthursday #ily #heart #iloveyou #iphone #iphone5 # http://instagr.am/p/QFgHzWpoyB/,throwback #tbt #throwback #throwbackthursday #ili #heart #ilovey #iphon #iphon,0,positive emotion
8661.0,My New Toy. Samsung Galaxy s3 mini. #Samsung #s3 #mini #white #new #yeahhhhhpic.twitter.com/Mx2NssAfZg,samsung galaxi mini #samsung #mini #white #new #yeahhhhhpic twitter nssafzg,0,positive emotion
8662.0,You Saucy Tart #me #mother #mothersday #hooker #home #$&@*# #style #igla #igers #iphone #iphone5 http://instagram.com/p/ZOLkT9LQbj/,sauci tart #mother #mothersday #hooker #home #style #igla #iger #iphon #iphon,0,positive emotion
8663.0,Happy birthday to me birthday toooo meeeee! Think I'm gonna get en #apple MacBook today :),happi birthday birthday toooo meeeee think gonna #appl macbook today,1,negative emotion
8664.0,Just picked up my new Samsung galaxy tab. I love getting new technology! :-) #Samsung,just pick samsung galaxi love get technolog #samsung,1,negative emotion
8665.0,"wowwwwwwww my phone broke yet again... worst part: the screen didn't even crack, it just kind of popped out iphone",wowwwwwwww phone broke again worst part screen didn even crack just kind pop iphon,0,positive emotion
8666.0,Summoners War: Sky Arena - http://greenrobot-apps.net/4338-summoners-war-sky-arena-bitva-moguschestvennyh-zaklinateley.html  #??????? #Android #Games #News #IOS #Apple #iPhone,summon arena #android #game #new #io #appl #iphon,0,positive emotion
8667.0,Of course my only phone charger decided to stop working when my phone is at 40% #iPhone5 #Apple #Chargers,cours onli phone charger decid stop work when phone #iphon #appl #charger,0,positive emotion
8668.0,"Coldest night of 2017 last night, -37C! Guests still happy - what a night! #amazing #northernlights #BestFriends #bff #iphone #canonpic.twitter.com/VqgRhqek8N",coldest night last night guest still happi what night #amaz #northernlight #bestfriend #bff #iphon #canonp twitter vqgrhqek,0,positive emotion
8669.0,#Android and #iPhone Apps - Make your Life Fun Filled if you #Music with these #BestApps for Music http://buff.ly/2nA4e67,#android #iphon app make your life fill #music with these #bestapp music,0,positive emotion
8670.0,Ms. Duffy on deckkkkk #gay #gurls #werk #longhair #party #drunk #bars #iphone #leather http://instagr.am/p/VkcCLnhsbn/,duffi deckkkkk #gay #gurl #werk #longhair #parti #drunk #bar #iphon #leather,0,positive emotion
8671.0,@_ImLegitAF <<<<< #FollowSunday #FOLLOWBACK #RT #TeamFollowback #Follow #RETWEET #Iphone... Keep doing ya thing,#followsunday #followback #teamfollowback #follow #retweet #iphon keep do thing,0,positive emotion
8672.0,Snow leopard messed up #Mac mini sound device. tons of people facing same issue but no resolution from #apple. Not about it.,snow leopard mess #mac mini sound devic ton peopl face same issu resolut from #appl about,1,negative emotion
8673.0,@vivoencozumel Cray? #instagood #tweegram #me #photooftheday #instamood #cute #tbt #iphone... http://bit.ly/XDzvhK #FotosEnCozumel,cray #instagood #tweegram #photooftheday #instamood #cute #tbt #iphon #fotosencozumel,0,positive emotion
8674.0,learn fitness #secrets > #Health and #Fitness http://goo.gl/ES4vFo #ipadgames #verifydjzoodel #yesallwomen #iphone #rt #followback,learn fit #secret #health #fit #ipadgam #verifydjzoodel #yesallwomen #iphon #followback,0,positive emotion
8675.0,Missing this! #jaccuzi #rooftop #costacanaria #bullhotels #hotel #view #sea #grancanaria #canarieislands #Spain#memories #latergram #holiday #missingit #blessed #Samsung https://www.instagram.com/p/BlGZQDiAOHr/?utm_source=ig_twitter_share&igshid=vltvjowlrxp5 ,miss thi #jaccuzi #rooftop #costacanaria #bullhotel #hotel #view #sea #grancanaria #canarieisland #spain#memori #latergram #holiday #missingit #bless #samsung,0,positive emotion
8676.0,My first selfie with my new phone! #selfie #samsung #galaxynote #teamandroid #summer #blonde http://instagram.com/p/a9eCXUx789/,first selfi with phone #selfi #samsung #galaxynot #teamandroid #summer #blond,1,negative emotion
8677.0,Found Donut photo (not mine) .. enjoy Thanksgiving treats! #cantwait #thanksgiving #canada #banana #apple ... pic.twitter.com/SQVzMIaqx7,found donut photo mine enjoy thanksgiv treat #cantwait #thanksgiv #canada #banana #appl twitter sqvzmiaqx,0,positive emotion
8678.0,iOS5 - check. Lion update - check. iPhone4S tomorrow - check. #iPhone4S #iPhone4sSydney #Apple,check lion updat check iphon tomorrow check #iphon #iphon ssydney #appl,0,positive emotion
8679.0,"Not gonna lie, using my iPhone for my remote to my TV is pretty awesome #samsung #smarttv #awesome",gonna use iphon remot pretti awesom #samsung #smarttv #awesom,0,positive emotion
8680.0,"#May the divine blessings of Allah bring you hope, faith, and joy on #Eid-Ul-Adha and forever. Eid Ul Adha! #EidMubarak #EidAlAdha #twitter #marketing #WednesdayMotivation #brands #MadrasDay #POCOF1 #apple #mi #oneplus #oppo #vivo #samsung #nokia #lg #sony #EidAlAdha2018pic.twitter.com/NCc9LY1vOB",#may divin bless allah bring hope faith #eid adha forev adha #eidmubarak #eidaladha #twitter #market #wednesdaymotiv #brand #madrasday #pocof #appl #oneplu #oppo #vivo #samsung #nokia #soni #eidaladha twitter,0,positive emotion
8681.0,My downloaded videos in phone is mysteriously missing like after an hour or after a day..or sometimes right after i downloaded it,download video phone mysteri miss like after hour after sometim right after download,0,positive emotion
8682.0,Life to corea #instagram #summer #instanmoment #look #white #samsung #phone #note3 #Spen http://instagram.com/p/mOLn0nraDz/,life corea #instagram #summer #instanmo #look #white #samsung #phone #note #spen,0,positive emotion
8683.0,10Pcs Exquisite Squishy Random Charm in http://ebay.to/2yI9MR7 #iPhone Straps #Toys Decor #free #shop #style #sales #today #giveawaypic.twitter.com/R43QRkqaVC,exquisit squishi random charm #iphon strap #toy decor #free #shop #style #sale #today #giveawayp twitter qrkqavc,0,positive emotion
8684.0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain #iphone #sougofollow #ff 6=ä,gain follow thi must follow follow back follow everyon gain #iphon #sougofollow,1,negative emotion
